만족도,단어,빈도수
566,만족,국내,38
567,만족,사려,38
568,만족,새끼,38
569,만족,월,38
570,만족,라인,37
571,만족,일이,37
572,만족,무지,37
573,만족,싸구려,37
574,만족,두께,37
575,만족,대신,37
576,만족,애용,37
577,만족,각,37
578,만족,감안,37
579,만족,배,37
580,만족,화장품,37
581,만족,염,37
582,만족,먼지,37
583,만족,떡,37
584,만족,넣기,36
585,만족,내용물,36
586,만족,소리,36
587,만족,주일,36
588,만족,욥,36
589,만족,일찍,36
590,만족,단점,36
591,만족,뒷꿈치,36
592,만족,기스,36
593,만족,추,36
594,만족,동봉,36
595,만족,터,36
596,만족,제대로,36
597,만족,봉투,36
598,만족,별,36
599,만족,고무,36
600,만족,호수,35
601,만족,품절,35
602,만족,그럭저럭,35
603,만족,차이,35
604,만족,짐,35
605,만족,존예,35
606,만족,정장,35
607,만족,금액,35
608,만족,폭신폭,34
609,만족,안해,34
610,만족,발목,34
611,만족,전부,34
612,만족,올여름,34
613,만족,반사,34
614,만족,흠,34
615,만족,기존,34
616,만족,머,33
617,만족,뚜껑,33
618,만족,비교,33
619,만족,막상,33
620,만족,물론,33
621,만족,앞쪽,33
622,만족,살이,33
623,만족,스,33
624,만족,첫,33
625,만족,사업,33
626,만족,자국,33
627,만족,원피스,33
628,만족,분도,33
629,만족,예,33
630,만족,대가,32
631,만족,귀,32
632,만족,금요일,32
633,만족,토요일,32
634,만족,효과,32
635,만족,괜,32
636,만족,절대,32
637,만족,만해,32
638,만족,도착,32
639,만족,쥬얼,32
640,만족,살걸,32
641,만족,할인,32
642,만족,중이,32
643,만족,사무실,32
644,만족,스니커즈,32
645,만족,찍,31
646,만족,얼른,31
647,만족,네이버,31
648,만족,브랜드,31
649,만족,물티슈,31
650,만족,쪼리,31
651,만족,종일,31
652,만족,파,31
653,만족,레이스,31
654,만족,거기,31
655,만족,늘,31
656,만족,요정,31
657,만족,리,31
658,만족,발송,30
659,만족,어깨,30
660,만족,커플,30
661,만족,월요일,30
662,만족,무척,30
663,만족,서랍,30
664,만족,코디,30
665,만족,경우,30
666,만족,이용,30
667,만족,년,30
668,만족,창,30
669,만족,완젼,30
670,만족,다리,30
671,만족,규,30
672,만족,작년,30
673,만족,조,30
674,만족,찌,29
675,만족,얼마,29
676,만족,하리보,29
677,만족,아이템,29
678,만족,날짜,29
679,만족,무늬,29
680,만족,매,29
681,만족,이면,29
682,만족,벌써,29
683,만족,욧,29
684,만족,코치,29
685,만족,오구,29
686,만족,주얼리,29
687,만족,스크래치,29
688,만족,여자,29
689,만족,톤,29
690,만족,트,29
691,만족,챙,29
692,만족,변색,29
693,만족,개봉,29
694,만족,검수,29
695,만족,진심,29
696,만족,카멜,28
697,만족,스네이크,28
698,만족,미스,28
699,만족,주기,28
700,만족,파시,28
701,만족,센치,28
702,만족,백일,28
703,만족,봣,28
704,만족,입,28
705,만족,불량,28
706,만족,뱀,28
707,만족,고요,28
708,만족,아크릴,28
709,만족,아영,28
710,만족,깜짝,28
711,만족,앙증,28
712,만족,전화,28
713,만족,잠깐,28
714,만족,난리,28
715,만족,두루,28
716,만족,블링블링,27
717,만족,프리미엄,27
718,만족,훨,27
719,만족,박음질,27
720,만족,곧,27
721,만족,기회,27
722,만족,평보,27
723,만족,이뽀,27
724,만족,고리,27
725,만족,짝,26
726,만족,뻐,26
727,만족,한쪽,26
728,만족,공지,26
729,만족,소,26
730,만족,더더,26
731,만족,저번,26
732,만족,듭,26
733,만족,아쉬움,26
734,만족,설명,26
