만족도,단어,빈도수
1243,만족,칭찬,5
1244,만족,패드,5
1245,만족,안달,5
1246,만족,또한,5
1247,만족,가능,5
1248,만족,필요,5
1249,만족,개시,5
1250,만족,징,5
1251,만족,양호,5
1252,만족,융,5
1253,만족,괜츈,5
1254,만족,네오,5
1255,만족,슬렉스,5
1256,만족,맘에듬,5
1257,만족,넹,5
1258,만족,머리,5
1259,만족,수도,5
1260,만족,더욱더,5
1261,만족,린,5
1262,만족,안고,5
1263,만족,소녀,5
1264,만족,밤,5
1265,만족,베이비,5
1266,만족,왕,5
1267,만족,깜놀,4
1268,만족,선녀,4
1269,만족,사무실,4
1270,만족,앏,4
1271,만족,짜증,4
1272,만족,송,4
1273,만족,괜춘해,4
1274,만족,얘기,4
1275,만족,손색,4
1276,만족,갓,4
1277,만족,보정,4
1278,만족,사과,4
1279,만족,구성,4
1280,만족,조마조마,4
1281,만족,갘,4
1282,만족,햐,4
1283,만족,만하,4
1284,만족,돌고래,4
1285,만족,드라이,4
1286,만족,빨랏어,4
1287,만족,모,4
1288,만족,빳빳하,4
1289,만족,랏,4
1290,만족,다사,4
1291,만족,취향,4
1292,만족,번갈아,4
1293,만족,웨어,4
1294,만족,쯤,4
1295,만족,실수,4
1296,만족,이뿌다,4
1297,만족,근처,4
1298,만족,이버,4
1299,만족,로고,4
1300,만족,깡패,4
1301,만족,어서,4
1302,만족,친절,4
1303,만족,섹시,4
1304,만족,베리,4
1305,만족,럭저럭,4
1306,만족,할아버지,4
1307,만족,세일,4
1308,만족,줄무늬,4
1309,만족,핏입니,4
1310,만족,해외,4
1311,만족,훨,4
1312,만족,챠르르,4
